"San_Francisco_49ers_draft_history#48","3","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/AmericanFootballPlayer http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/GridironFootballPlayer"
"List_of_songs_written_by_Irving_Berlin#0","0","http://dbpedia.org/ontology/MusicalWork"
"Saeed_Anwar#0","0","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Samuel_Wilson_(footballer)#0","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"SC_Alba#0","3","http://dbpedia.org/ontology/Organisation"
"Russia_at_the_2006_Winter_Olympics#17","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete"
"San_Marino_at_the_2015_European_Games#3","0","http://dbpedia.org/ontology/Person"
"Sapporo#1","0","http://dbpedia.org/ontology/SportsTeam http://dbpedia.org/ontology/Organisation"
"S.B._Satheeshan#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Saturn_Returns_(film)#0","0","http://dbpedia.org/ontology/Person"
"Robert_E._Howard_bibliography#0","0","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"Sarah_Butler#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Saskatchewan_Group#Subdivisions#0","0","http://dbpedia.org/ontology/MilitaryUnit"
"Saskatchewan_Group#Subdivisions#0","1","http://dbpedia.org/ontology/Event"
"San_Diego_Surge#1","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"Royal_College_of_Surgeons_of_England#0","0","http://dbpedia.org/ontology/Person"
"Scarlets#0","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Savannah,_Georgia_in_popular_culture#2","1","http://dbpedia.org/ontology/Software http://dbpedia.org/ontology/VideoGame http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionSeason"
"Salatut_el%C3%A4m%C3%A4t#4","0","http://dbpedia.org/ontology/Person"
"Sawa_Suzuki#4","1","http://dbpedia.org/ontology/Work"
"Saxony#0","1","http://dbpedia.org/ontology/City http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Town"
"Sandro_Rosell#0","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/SoccerPlayer"
"Savage_Mountain#0","0","http://dbpedia.org/ontology/Place"
"Romance_languages#9","0","http://dbpedia.org/ontology/Language"
"Schutzmannschaft#0","0","http://dbpedia.org/ontology/MilitaryUnit http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Organisation"
"Scarecrow_(Garth_Brooks_album)#1","0","http://dbpedia.org/ontology/Single"
"Sammy_Hagar_discography#3","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Sammy_Hagar_discography#3","0","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"SCW_Tag_Team_Championship_(Georgia)#2","1","http://dbpedia.org/ontology/Album"
"SCE_London_Studio#0","0","http://dbpedia.org/ontology/Software http://dbpedia.org/ontology/VideoGame http://dbpedia.org/ontology/Work"
"Samantha_Morton#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Scottish_Handball_Association#4","0","http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Country"
"San_Marino#2","1","http://dbpedia.org/ontology/Holiday"
"Scarlett_Johansson#1","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionSeason"
"San_Francisco_Ballet#Corps_de_ballet#0","0","http://dbpedia.org/ontology/Person"
"Scottish_Club_Youth_Competitions#1","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement"
"School_District_54_Bulkley_Valley#0","0","http://dbpedia.org/ontology/School"
"Scot_Armstrong#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Film"
"Sayaka_Isoyama#0","1","http://dbpedia.org/ontology/TelevisionShow"
"Scheduling_(computing)#Scheduling_disciplines#0","0","http://dbpedia.org/ontology/Software http://dbpedia.org/ontology/Work"
"Sailing_at_the_2008_Summer_Olympics_%E2%80%93_Qualification#2","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Scranton_International_Airport#2","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Sebasti%C3%A1n_Mart%C3%ADnez_(actor)#0","1","http://dbpedia.org/ontology/Book http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"Sebadoh_discography#0","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Sabrina_Schulz#1","0","http://dbpedia.org/ontology/Person"
"Scottish_Football_League_Premier_Division#0","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Sebadoh_discography#1","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Rugby_union_at_the_Pacific_Games#0","6","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Rugby_union_at_the_Pacific_Games#0","5","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Rugby_union_at_the_Pacific_Games#0","3","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Seattle_Mariners_Radio_Network#1","0","http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/RadioStation"
"Sandahl_Bergman#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Film"
"Riblet_Tramway_Company#0","1","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/SkiArea http://dbpedia.org/ontology/SportFacility http://dbpedia.org/ontology/SkiResort"
"Scania_AB#0","0","http://dbpedia.org/ontology/Organisation"
"Sebastian_Papaiani#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Ryan_Agoncillo#0","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Senior_League_World_Series_(South_Region)#3","0","http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Region"
"Municipalities_of_Albania#0","0","http://dbpedia.org/ontology/Village"
"Secretary_of_State_for_Business,_Innovation_and_Skills#5","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/OfficeHolder"
"Season#2","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/FootballLeagueSeason"
"Serge_Aubin#0","0","http://dbpedia.org/ontology/IceHockeyLeague http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsLeague"
"Senior_Unofficial_Member#4","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Politician"
"Safeco_Classic#0","2","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/GolfPlayer"
"Screw#Machine_screws#2","1","http://dbpedia.org/ontology/Place"
"Senthil_Kumar#2","1","http://dbpedia.org/ontology/City"
"Second_Kidston_Ministry#1","0","http://dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase"
"Royal_Thai_Army#0","1","http://dbpedia.org/ontology/Device http://dbpedia.org/ontology/Weapon"
"Saturn_Award_for_Best_International_Film#1","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"San_Bernardino_County,_California#9","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Settlement"
"Scott_Bakula#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Seebeck_coefficient#0","0","http://dbpedia.org/ontology/MilitaryUnit"
"Second_Carrier_Division#0","1","http://dbpedia.org/ontology/ChemicalCompound"
"Savannah,_Georgia_in_popular_culture#0","1","http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work"
"Serbian_SuperLiga#12","1","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Sevierville_Police_Department#0","0","http://dbpedia.org/ontology/Person"
"Second_Karzai_cabinet#3","0","http://dbpedia.org/ontology/Person"
"Senate_of_Uruguay#1","0","http://dbpedia.org/ontology/Person"
"Sealed_With_A_Kiss_(TV_series)#1","0","http://dbpedia.org/ontology/Person"
"Serbia_at_the_2010_Summer_Youth_Olympics#3","0","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/Cyclist"
"Sajjad_Behrouzi#0","1","http://dbpedia.org/ontology/School"
"Seville_Airport#1","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Airline"
"Sexual_fantasy#0","0","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/TelevisionShow http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/Sport"
"Santa_Barbara_County,_California#Proposed_county_splits#5","0","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Place"
"Settle_railway_station#0","0","http://dbpedia.org/ontology/Place"
"Seymour_Airport#0","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Shane_Johnson_(ice_hockey)#0","0","http://dbpedia.org/ontology/SocietalEvent"
"Saranya_Mohan#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Securities_industry_in_China#3","0","http://dbpedia.org/ontology/Bank http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Scottish_Premiership#0","0","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/SoccerClub http://dbpedia.org/ontology/SportsTeam"
"Secret_ballot#0","1","http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Shakthi_(cinematographer)#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Orders_of_magnitude_(energy)#Less_than_10-24#0","1","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/Broadcaster http://dbpedia.org/ontology/RadioStation"
"Shabla_Municipality#0","0","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/Village"
"Shadow_Zone_(Static-X_album)#1","0","http://dbpedia.org/ontology/Single"
"Senescence#Theories_of_aging#0","1","http://dbpedia.org/ontology/Place"
"Severstal_Cherepovets#0","9","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Athlete http://dbpedia.org/ontology/IceHockeyPlayer http://dbpedia.org/ontology/WinterSportPlayer"
"Segismundo_Moret#0","1","http://dbpedia.org/ontology/MilitaryStructure"
"Selangor_State_Legislative_Assembly#0","0","http://dbpedia.org/ontology/Person"
"Sh%C5%8Djo_manga#0","0","http://dbpedia.org/ontology/Magazine http://dbpedia.org/ontology/PeriodicalLiterature http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/WrittenWork"
"Science_Ninja_Team_Gatchaman#1","1","http://dbpedia.org/ontology/Person"
"Shenzhou_Railway_Station#0","0","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Station"
"Shenzhou_Railway_Station#0","2","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RailwayLine http://dbpedia.org/ontology/RouteOfTransportation"
"Shenzhou_Railway_Station#0","4","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Station"
"Scottish_Parliament_election%2C_2007#0","1","http://dbpedia.org/ontology/Settlement"
"Shawnigan_Lake_School#0","1","http://dbpedia.org/ontology/Person"
"Sapienza_University_of_Rome#0","1","http://dbpedia.org/ontology/Person"
"Screw#sheet_metal_screw#1","1","http://dbpedia.org/ontology/GolfPlayer"
"Savannah,_Georgia_in_popular_culture#1","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Shades_of_Greene#0","1","http://dbpedia.org/ontology/Work"
"Scotland_national_rugby_union_team#2","0","http://dbpedia.org/ontology/Place"
"Screwgun_Records#0","3","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Sebastian_Spence#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionShow"
"Seo_Ji-hye#0","1","http://dbpedia.org/ontology/Work http://dbpedia.org/ontology/TelevisionShow"
"Salt-n-Pepa_discography#1","1","http://dbpedia.org/ontology/Album http://dbpedia.org/ontology/MusicalWork http://dbpedia.org/ontology/Work"
"Shannen_Doherty#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Shoreview,_Minnesota#Education#0","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"National_Register_of_Historic_Places_listings_in_Coconino_County,_Arizona#0","1","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/Place"
"National_Register_of_Historic_Places_listings_in_Coconino_County,_Arizona#0","5","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/ProtectedArea http://dbpedia.org/ontology/Mountain"
"Sewaniya_Onkar#0","0","http://dbpedia.org/ontology/Organisation"
"Shortlands_railway_station#0","0","http://dbpedia.org/ontology/EducationalInstitution http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/University http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Station"
"Shore_durometer#2","0","http://dbpedia.org/ontology/Work"
"Short_course_swimming_at_the_2007_Asian_Indoor_Games#12","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/Swimmer http://dbpedia.org/ontology/Athlete"
"Shelley_Holroyd#0","1","http://dbpedia.org/ontology/Event"
"Signals_(Rush_album)#1","1","http://dbpedia.org/ontology/Single"
"Shangqiu#History#1","0","http://dbpedia.org/ontology/Settlement http://dbpedia.org/ontology/AdministrativeRegion http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"Shoreline,_Washington#0","0","http://dbpedia.org/ontology/Building http://dbpedia.org/ontology/HistoricPlace http://dbpedia.org/ontology/Place"
"Ryoo_Seung-wan#0","1","http://dbpedia.org/ontology/Film http://dbpedia.org/ontology/Work"
"Sharjah_International_Airport#0","0","http://dbpedia.org/ontology/Airline http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Satsuki_Muramoto#1","0","http://dbpedia.org/ontology/Person"
"Shut_Up_(Kelly_Osbourne_album)#2","2","http://dbpedia.org/ontology/Single"
"Shaheizy_Sam#0","1","http://dbpedia.org/ontology/Person"
"Scotland_national_rugby_union_team#3","2","http://dbpedia.org/ontology/MusicalArtist http://dbpedia.org/ontology/Country http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/PopulatedPlace"
"She_Be_Wild#0","3","http://dbpedia.org/ontology/Animal http://dbpedia.org/ontology/Eukaryote http://dbpedia.org/ontology/Horse http://dbpedia.org/ontology/Mammal http://dbpedia.org/ontology/RaceHorse http://dbpedia.org/ontology/Species http://dbpedia.org/ontology/Person"
"Shimabara_Domain#1","1","http://dbpedia.org/ontology/Person http://dbpedia.org/ontology/OfficeHolder"
"Sheffield_Steelers#1","0","http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SportsTeam"
"Sheffield_Steelers#1","1","http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/SoccerTournament http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/SportsEvent http://dbpedia.org/ontology/Tournament http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/SoccerLeague http://dbpedia.org/ontology/SportsLeague"
"Sheffield_Steelers#1","2","http://dbpedia.org/ontology/Organisation http://dbpedia.org/ontology/HockeyTeam http://dbpedia.org/ontology/SportsTeam"
"Sega_development_studios#Sega_Technical_Institute#11","0","http://dbpedia.org/ontology/Company http://dbpedia.org/ontology/Organisation"
"Sinchang_Station#0","0","http://dbpedia.org/ontology/Station"
"Sinchang_Station#0","2","http://dbpedia.org/ontology/ArchitecturalStructure http://dbpedia.org/ontology/Infrastructure http://dbpedia.org/ontology/Place http://dbpedia.org/ontology/RailwayLine http://dbpedia.org/ontology/RouteOfTransportation"
"Sinchang_Station#0","4","http://dbpedia.org/ontology/Film"
"Six60_(album)#0","0","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/MilitaryConflict http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/TelevisionShow"
"Shiv_Chawrasia#2","2","http://dbpedia.org/ontology/Event http://dbpedia.org/ontology/GolfTournament http://dbpedia.org/ontology/SocietalEvent http://dbpedia.org/ontology/SportsEvent http://dbpedia.org/ontology/Tournament"
